"","value","variable","management"
"2283",0.0732377994544215,"transitivity","organic"
"2284",0.0601857746212285,"transitivity","organic"
"2285",0.070915439832384,"transitivity","organic"
"2286",0.0790358863753828,"transitivity","organic"
"2287",0.0530085216451776,"transitivity","organic"
"2288",0.0517790623918499,"transitivity","organic"
"2289",0.0548891686545015,"transitivity","organic"
"2290",0.0788149372429017,"transitivity","organic"
"2291",0.0555785173099451,"transitivity","organic"
"2292",0.0632092936024741,"transitivity","organic"
"2293",0.056659033742636,"transitivity","organic"
"2294",0.0562025375937639,"transitivity","organic"
"2295",0.0511000833655514,"transitivity","organic"
"2296",0.0571416194968881,"transitivity","organic"
"2297",0.0557001389416044,"transitivity","organic"
"2298",0.0630577219742029,"transitivity","organic"
"2299",0.0645130341260624,"transitivity","organic"
"2300",0.0530192230337218,"transitivity","organic"
"2301",0.0509892968267888,"transitivity","organic"
"2302",0.0586426612465211,"transitivity","organic"
"2303",0.0452833769548378,"transitivity","organic"
"2304",0.0548080359923218,"transitivity","organic"
"2305",0.058671018555444,"transitivity","organic"
"2306",0.0547132920394224,"transitivity","organic"
"2307",0.0630300231800491,"transitivity","organic"
"2308",0.0671803674728537,"transitivity","organic"
"2309",0.0687049615672566,"transitivity","organic"
"2310",0.0697387832006932,"transitivity","organic"
"2311",0.0644510982357873,"transitivity","organic"
"2312",0.0558749498556724,"transitivity","organic"
"2313",0.0618035974621513,"transitivity","organic"
"2314",0.0644328947914103,"transitivity","organic"
"2315",0.0586920572822286,"transitivity","organic"
"2316",0.0641514893297522,"transitivity","organic"
"2317",0.058287841383159,"transitivity","organic"
"2318",0.0594264192902812,"transitivity","organic"
"2319",0.0505552472220758,"transitivity","organic"
"2320",0.060353871065238,"transitivity","organic"
"2321",0.0667952935090075,"transitivity","organic"
"2322",0.0570583039207463,"transitivity","organic"
"2323",0.0619079080537452,"transitivity","organic"
"2324",0.0684098438662438,"transitivity","organic"
"2325",0.0607614963973592,"transitivity","organic"
"2326",0.0691116441204487,"transitivity","organic"
"2327",0.0633069136202645,"transitivity","organic"
"2328",0.0695261087958521,"transitivity","organic"
"2329",0.07436765049753,"transitivity","organic"
"2330",0.0501521726936315,"transitivity","organic"
"2331",0.0635211223015842,"transitivity","organic"
"2332",0.0593051354986029,"transitivity","organic"
"2333",0.0586045478054998,"transitivity","organic"
"2334",0.0555970439391026,"transitivity","organic"
"2335",0.0599642512588529,"transitivity","organic"
"2336",0.067500266914595,"transitivity","organic"
"2337",0.0664489526945359,"transitivity","organic"
"2338",0.0574861972005013,"transitivity","organic"
"2339",0.0583026366315787,"transitivity","organic"
"2340",0.0666781286248705,"transitivity","organic"
"2341",0.0754690551388286,"transitivity","organic"
"2342",0.064933461726026,"transitivity","organic"
"2343",0.0642361494675273,"transitivity","organic"
"2344",0.0548051085622158,"transitivity","organic"
"2345",0.0680539924031051,"transitivity","organic"
"2346",0.0631546818982566,"transitivity","organic"
"2347",0.0627447897191584,"transitivity","organic"
"2348",0.0625887399259601,"transitivity","organic"
"2349",0.0685143758772081,"transitivity","organic"
"2350",0.0608519158864401,"transitivity","organic"
"2351",0.0611394840693087,"transitivity","organic"
"2352",0.0461123147149053,"transitivity","organic"
"2353",0.0536200881010957,"transitivity","organic"
"2354",0.0626008371802481,"transitivity","organic"
"2355",0.0680615406553024,"transitivity","organic"
"2356",0.0589069736601674,"transitivity","organic"
"2357",0.0554573026508162,"transitivity","organic"
"2358",0.0617555490727267,"transitivity","organic"
"2359",0.0587577052679366,"transitivity","organic"
"2360",0.0441239180775036,"transitivity","organic"
"2361",0.0633663552879448,"transitivity","organic"
"2362",0.0658125657565031,"transitivity","organic"
"2363",0.0716369913165926,"transitivity","organic"
"2364",0.0708064231629131,"transitivity","organic"
"2365",0.0702866749651176,"transitivity","organic"
"2366",0.056663549772113,"transitivity","organic"
"2367",0.0670552089712483,"transitivity","organic"
"2368",0.0678146504579028,"transitivity","organic"
"2369",0.0561937257338916,"transitivity","organic"
"2370",0.0580094573291196,"transitivity","organic"
"2371",0.0487595576108671,"transitivity","organic"
"2372",0.0789165314752969,"transitivity","organic"
"2373",0.0582150228437545,"transitivity","organic"
"2374",0.0520270162679979,"transitivity","organic"
"2375",0.0591769878883155,"transitivity","organic"
"2376",0.0485119825266038,"transitivity","organic"
"2377",0.0684939918805462,"transitivity","organic"
"2378",0.0736410453730467,"transitivity","organic"
"2379",0.0479787460452763,"transitivity","organic"
"2380",0.0552249980769415,"transitivity","organic"
"2381",0.0584743794751888,"transitivity","organic"
"2382",0.0719949626807007,"transitivity","organic"
"2383",0.0567990811892756,"transitivity","organic"
"2384",0.063578806831589,"transitivity","organic"
"2385",0.0575883219056457,"transitivity","organic"
"2386",0.0635806446188754,"transitivity","organic"
"2387",0.0602847107206516,"transitivity","organic"
"2388",0.0576535127593492,"transitivity","organic"
"2389",0.0429440182495931,"transitivity","organic"
"2390",0.0601020886327178,"transitivity","organic"
"2391",0.0659919577132267,"transitivity","organic"
"2392",0.0632170194454129,"transitivity","organic"
"2393",0.0665867954477398,"transitivity","organic"
"2394",0.0570857599163378,"transitivity","organic"
"2395",0.0727357312319109,"transitivity","organic"
"2396",0.0567877117154707,"transitivity","organic"
"2397",0.0603093511742825,"transitivity","organic"
"2398",0.0640790830777435,"transitivity","organic"
"2399",0.051132974736781,"transitivity","organic"
"2400",0.0669881098946092,"transitivity","organic"
"2401",0.057084491057509,"transitivity","organic"
"2402",0.0672760073715873,"transitivity","organic"
"2403",0.0633054360218963,"transitivity","organic"
"2404",0.0595192271254938,"transitivity","organic"
"2405",0.042589091296333,"transitivity","organic"
"2406",0.064328714231365,"transitivity","organic"
"2407",0.0646393255420039,"transitivity","organic"
"2408",0.06111662613963,"transitivity","organic"
"2409",0.0665286599817883,"transitivity","organic"
"2410",0.0511907740110291,"transitivity","organic"
"2411",0.0589051629840955,"transitivity","organic"
"2412",0.0554190448493908,"transitivity","organic"
"2413",0.0629929956798137,"transitivity","organic"
"2414",0.0495900825893732,"transitivity","organic"
"2415",0.0752205886822298,"transitivity","organic"
"2416",0.0625868365640851,"transitivity","organic"
"2417",0.061220104943812,"transitivity","organic"
"2418",0.0636623733360649,"transitivity","organic"
"2419",0.0680286834383063,"transitivity","organic"
"2420",0.0731671946300095,"transitivity","organic"
"2421",0.0557854135700847,"transitivity","organic"
"2422",0.063673188858417,"transitivity","organic"
"2423",0.0569297500632189,"transitivity","organic"
"2424",0.0570075122750184,"transitivity","organic"
"2425",0.0677125069385142,"transitivity","organic"
"2426",0.0512452033183415,"transitivity","organic"
"2427",0.0514106380109784,"transitivity","organic"
"2428",0.058651895121679,"transitivity","organic"
"2429",0.0548789750193327,"transitivity","organic"
"2430",0.0615279962709656,"transitivity","organic"
"2431",0.063746637799813,"transitivity","organic"
"2432",0.0670567793289212,"transitivity","organic"
"2433",0.0577312679100631,"transitivity","organic"
"2434",0.0647616246473365,"transitivity","organic"
"2435",0.0703448850994881,"transitivity","organic"
"2436",0.0571187288869476,"transitivity","organic"
"2437",0.0606739298288671,"transitivity","organic"
"2438",0.0616106532831247,"transitivity","organic"
"2439",0.050039130817457,"transitivity","organic"
"2440",0.0487416952804451,"transitivity","organic"
"2441",0.048892344282037,"transitivity","organic"
"2442",0.0553925687942297,"transitivity","organic"
"2443",0.0580830668641172,"transitivity","organic"
"2444",0.0481478386400553,"transitivity","organic"
"2445",0.0570592969328488,"transitivity","organic"
"2446",0.0778185723379518,"transitivity","organic"
"2447",0.0690266420585675,"transitivity","organic"
"2448",0.0694946444937417,"transitivity","organic"
"2449",0.0646332133169632,"transitivity","organic"
"2450",0.0601276771734657,"transitivity","organic"
"2451",0.0590147680219079,"transitivity","organic"
"2452",0.0661110929098943,"transitivity","organic"
"2453",0.0675004908548221,"transitivity","organic"
"2454",0.0526988730501322,"transitivity","organic"
"2455",0.0561095562015792,"transitivity","organic"
"2456",0.0603534174631134,"transitivity","organic"
"2457",0.0455156919797794,"transitivity","organic"
"2458",0.0632090893309874,"transitivity","organic"
"2459",0.0496912201570783,"transitivity","organic"
"2460",0.0534118155712166,"transitivity","organic"
"2461",0.0602584100810832,"transitivity","organic"
"2462",0.0851167549623365,"transitivity","organic"
"2463",0.0635321416160829,"transitivity","organic"
"2464",0.0426978870396406,"transitivity","organic"
"2465",0.0525578502102953,"transitivity","organic"
"2466",0.053908083124483,"transitivity","organic"
"2467",0.0630379803453051,"transitivity","organic"
"2468",0.0622845850837334,"transitivity","organic"
"2469",0.0636791606437743,"transitivity","organic"
"2470",0.0645375723240111,"transitivity","organic"
"2471",0.0629878263779617,"transitivity","organic"
"2472",0.0829659243487764,"transitivity","organic"
"2473",0.0714992570082885,"transitivity","organic"
"2474",0.0617817515017345,"transitivity","organic"
"2475",0.052637812691616,"transitivity","organic"
"2476",0.0525006781434048,"transitivity","organic"
"2477",0.0576473893192234,"transitivity","organic"
"2478",0.0572409633965935,"transitivity","organic"
"2479",0.07072276510674,"transitivity","organic"
"2480",0.0604308810910646,"transitivity","organic"
"2481",0.0554416714934222,"transitivity","organic"
"2482",0.0534698913719085,"transitivity","organic"
"2483",0.0618197222096053,"transitivity","organic"
"2484",0.0545741253960857,"transitivity","organic"
"2485",0.0575978133073361,"transitivity","organic"
"2486",0.0610058177164609,"transitivity","organic"
"2487",0.0604345922517152,"transitivity","organic"
"2488",0.0467018443060358,"transitivity","organic"
"2489",0.0477843693030474,"transitivity","organic"
"2490",0.0646853258716582,"transitivity","organic"
"2491",0.0647421294854012,"transitivity","organic"
"2492",0.0612883634423903,"transitivity","organic"
"2493",0.0491975545088889,"transitivity","organic"
"2494",0.0662467816728479,"transitivity","organic"
"2495",0.069708655844437,"transitivity","organic"
"2496",0.0656778143109389,"transitivity","organic"
"2497",0.059760624509531,"transitivity","organic"
"2498",0.0589790054338502,"transitivity","organic"
"2499",0.0517835500350406,"transitivity","organic"
"2500",0.0492228182592863,"transitivity","organic"
"2501",0.0496952505056745,"transitivity","organic"
"2502",0.0533957988446078,"transitivity","organic"
"2503",0.0560623022633219,"transitivity","organic"
"2504",0.0624157322365442,"transitivity","organic"
"2505",0.0571337771710613,"transitivity","organic"
"2506",0.0563442954092528,"transitivity","organic"
"2507",0.0530292518450158,"transitivity","organic"
"2508",0.0523165414312121,"transitivity","organic"
"2509",0.0626964297687743,"transitivity","organic"
"2510",0.0774896505675813,"transitivity","organic"
"2511",0.0649296031401215,"transitivity","organic"
"2512",0.0724767169840939,"transitivity","organic"
"2513",0.0621043548213806,"transitivity","organic"
"2514",0.0762794719100273,"transitivity","organic"
"2515",0.0613406329658869,"transitivity","organic"
"2516",0.0545047167622754,"transitivity","organic"
"2517",0.073505539008957,"transitivity","organic"
"2518",0.0592754994134137,"transitivity","organic"
"2519",0.0624110893932916,"transitivity","organic"
"2520",0.0558288048983242,"transitivity","organic"
"2521",0.0709761225262956,"transitivity","organic"
"2522",0.0681990216874151,"transitivity","organic"
"2523",0.0647890372893969,"transitivity","organic"
"2524",0.0487476375840641,"transitivity","organic"
"2525",0.0807822018144969,"transitivity","organic"
"2526",0.0678416035921953,"transitivity","organic"
"2527",0.0516401428378034,"transitivity","organic"
"2528",0.0640366115507159,"transitivity","organic"
"2529",0.0486428861222068,"transitivity","organic"
"2530",0.0652783377358622,"transitivity","organic"
"2531",0.0647375257242331,"transitivity","organic"
"2532",0.0651667539714861,"transitivity","organic"
"2533",0.060759750821137,"transitivity","organic"
"2534",0.0458422567082297,"transitivity","organic"
"2535",0.0726850854655833,"transitivity","organic"
"2536",0.0667412835941029,"transitivity","organic"
"2537",0.0694934593840787,"transitivity","organic"
"2538",0.0562815353558871,"transitivity","organic"
"2539",0.0611646976479971,"transitivity","organic"
"2540",0.0552353429160662,"transitivity","organic"
"2541",0.0688719811453035,"transitivity","organic"
"2542",0.0705446311386375,"transitivity","organic"
"2543",0.0441575382005827,"transitivity","organic"
"2544",0.0676293838022072,"transitivity","organic"
"2545",0.0592739394332101,"transitivity","organic"
"2546",0.0592074164747192,"transitivity","organic"
"2547",0.0669452028002362,"transitivity","organic"
"2548",0.0490400444123636,"transitivity","organic"
"2549",0.0535742340616133,"transitivity","organic"
"2550",0.0704745686785892,"transitivity","organic"
"2551",0.0591121888638942,"transitivity","organic"
"2552",0.0594057121307378,"transitivity","organic"
"2553",0.0478122239716961,"transitivity","organic"
"2554",0.0557068658100648,"transitivity","organic"
"2555",0.0591150794646822,"transitivity","organic"
"2556",0.0654565057201009,"transitivity","organic"
"2557",0.0614699984229834,"transitivity","organic"
"2558",0.0581507611495046,"transitivity","organic"
"2559",0.0792530427270596,"transitivity","organic"
"2560",0.0544585739983878,"transitivity","organic"
"2561",0.0582786677401525,"transitivity","organic"
"2562",0.0706244605066077,"transitivity","organic"
"2563",0.0562732007455646,"transitivity","organic"
"2564",0.0485023217995953,"transitivity","organic"
"2565",0.0605846380687891,"transitivity","organic"
"2566",0.0676409905054675,"transitivity","organic"
"2567",0.0652550842375473,"transitivity","organic"
"2568",0.0491738497672045,"transitivity","organic"
"2569",0.0656784238906282,"transitivity","organic"
"2570",0.0592834216278811,"transitivity","organic"
"2571",0.0614624642432574,"transitivity","organic"
"2572",0.0525916510465656,"transitivity","organic"
"2573",0.070387871593349,"transitivity","organic"
"2574",0.051226787880331,"transitivity","organic"
"2575",0.0535818233689426,"transitivity","organic"
"2576",0.0537241706733504,"transitivity","organic"
"2577",0.062188226718128,"transitivity","organic"
"2578",0.0710809488191537,"transitivity","organic"
"2579",0.067139670950269,"transitivity","organic"
"2580",0.0507806358097574,"transitivity","organic"
"2581",0.0584967762388368,"transitivity","organic"
"2582",0.0462306120536597,"transitivity","organic"
"2583",0.0624749515790856,"transitivity","organic"
"2584",0.0611158772389379,"transitivity","organic"
"2585",0.0522632020139039,"transitivity","organic"
"2586",0.0553980976203923,"transitivity","organic"
"2587",0.0587430003689976,"transitivity","organic"
"2588",0.0667464195600011,"transitivity","organic"
"2589",0.0664860611797697,"transitivity","organic"
"2590",0.0644111914476068,"transitivity","organic"
"2591",0.0590279551445758,"transitivity","organic"
"2592",0.0608732907838541,"transitivity","organic"
"2593",0.0601733227356863,"transitivity","organic"
"2594",0.0614280517421135,"transitivity","organic"
"2595",0.0520569581413503,"transitivity","organic"
"2596",0.0622721133441274,"transitivity","organic"
"2597",0.0680472821874173,"transitivity","organic"
"2598",0.0598462152854118,"transitivity","organic"
"2599",0.0539153778124873,"transitivity","organic"
"2600",0.0589333341689235,"transitivity","organic"
"2601",0.0594313302025037,"transitivity","organic"
"2602",0.0644008497361274,"transitivity","organic"
"2603",0.0479422458454274,"transitivity","organic"
"2604",0.0672415049968011,"transitivity","organic"
"2605",0.0684305152658833,"transitivity","organic"
"2606",0.0597460014803736,"transitivity","organic"
"2607",0.0536886533677293,"transitivity","organic"
"2608",0.0612278869808877,"transitivity","organic"
"2609",0.0511939276999141,"transitivity","organic"
"2610",0.0538889679738566,"transitivity","organic"
"2611",0.064352720213775,"transitivity","organic"
"2612",0.0533395899273584,"transitivity","organic"
"2613",0.062736624852443,"transitivity","organic"
"2614",0.0694304443612184,"transitivity","organic"
"2615",0.0651087536781416,"transitivity","organic"
"2616",0.0752845926257564,"transitivity","organic"
"2617",0.0640022078059777,"transitivity","organic"
"2618",0.0488117816333372,"transitivity","organic"
"2619",0.0765793296818152,"transitivity","organic"
"2620",0.0561261546751616,"transitivity","organic"
"2621",0.0634138030735389,"transitivity","organic"
"2622",0.0712994023232918,"transitivity","organic"
"2623",0.0553177579080511,"transitivity","organic"
"2624",0.0574354738653856,"transitivity","organic"
"2625",0.0616106129568543,"transitivity","organic"
"2626",0.0771189048302134,"transitivity","organic"
"2627",0.0614297576794359,"transitivity","organic"
"2628",0.0533275613110385,"transitivity","organic"
"2629",0.0486961549110985,"transitivity","organic"
"2630",0.0692858569032123,"transitivity","organic"
"2631",0.0630768300164792,"transitivity","organic"
"2632",0.0487322596020828,"transitivity","organic"
"2633",0.068682336762009,"transitivity","organic"
"2634",0.0586089577987925,"transitivity","organic"
"2635",0.0563486596050447,"transitivity","organic"
"2636",0.0598224817270139,"transitivity","organic"
"2637",0.0519969825297176,"transitivity","organic"
"2638",0.0531369188510161,"transitivity","organic"
"2639",0.0679994889495334,"transitivity","organic"
"2640",0.0524668112595688,"transitivity","organic"
"2641",0.0561952370989578,"transitivity","organic"
"2642",0.0506079814455423,"transitivity","organic"
"2643",0.0571629728115966,"transitivity","organic"
"2644",0.0580187222160913,"transitivity","organic"
"2645",0.0593947609766419,"transitivity","organic"
"2646",0.0494620531993714,"transitivity","organic"
"2647",0.074727315417522,"transitivity","organic"
"2648",0.0631395764306162,"transitivity","organic"
"2649",0.0640634671041811,"transitivity","organic"
"2650",0.0483721873041658,"transitivity","organic"
"2651",0.0627751542815502,"transitivity","organic"
"2652",0.0513092631830887,"transitivity","organic"
"2653",0.0619758452958668,"transitivity","organic"
"2654",0.0537444896585451,"transitivity","organic"
"2655",0.0573401073020269,"transitivity","organic"
"2656",0.0690258163564399,"transitivity","organic"
"2657",0.0781798881916429,"transitivity","organic"
"2658",0.0521650533406468,"transitivity","organic"
"2659",0.0592860039209644,"transitivity","organic"
"2660",0.0613647671148588,"transitivity","organic"
"2661",0.0610138899133439,"transitivity","organic"
"2662",0.0623299810053826,"transitivity","organic"
"2663",0.0526446921809853,"transitivity","organic"
"2664",0.0554039929647977,"transitivity","organic"
"2665",0.0527405435995078,"transitivity","organic"
"2666",0.0648303025263348,"transitivity","organic"
"2667",0.0575730164176549,"transitivity","organic"
"2668",0.0594773614323545,"transitivity","organic"
"2669",0.0498831984206437,"transitivity","organic"
"2670",0.0648792106534331,"transitivity","organic"
"2671",0.0573610318097143,"transitivity","organic"
"2672",0.0605434896599803,"transitivity","organic"
"2673",0.0566776045985566,"transitivity","organic"
"2674",0.0628930868293825,"transitivity","organic"
"2675",0.0686130654944939,"transitivity","organic"
"2676",0.0590147311937862,"transitivity","organic"
"2677",0.0471853442116035,"transitivity","organic"
"2678",0.0657220003217747,"transitivity","organic"
"2679",0.0649840964574833,"transitivity","organic"
"2680",0.0522451857205269,"transitivity","organic"
"2681",0.0522312774623384,"transitivity","organic"
"2682",0.0541768524990725,"transitivity","organic"
"2683",0.0612344673270896,"transitivity","organic"
"2684",0.0661629451163108,"transitivity","organic"
"2685",0.0561117673805786,"transitivity","organic"
"2686",0.0693844183199184,"transitivity","organic"
"2687",0.0614773065483386,"transitivity","organic"
"2688",0.0538277220260053,"transitivity","organic"
"2689",0.0579931225142257,"transitivity","organic"
"2690",0.0518732485584653,"transitivity","organic"
"2691",0.0647321435466173,"transitivity","organic"
"2692",0.0535081172529803,"transitivity","organic"
"2693",0.0458642640531143,"transitivity","organic"
"2694",0.0519745287563472,"transitivity","organic"
"2695",0.0620873987108577,"transitivity","organic"
"2696",0.0656109959077722,"transitivity","organic"
"2697",0.0568614975317389,"transitivity","organic"
"2698",0.0592669591521149,"transitivity","organic"
"2699",0.0623522325458445,"transitivity","organic"
"2700",0.058705244089763,"transitivity","organic"
"2701",0.0525205076852284,"transitivity","organic"
"2702",0.0789622731675436,"transitivity","organic"
"2703",0.0568314184364536,"transitivity","organic"
"2704",0.0471862116044252,"transitivity","organic"
"2705",0.063669986942527,"transitivity","organic"
"2706",0.0724056201596794,"transitivity","organic"
"2707",0.0651941845135014,"transitivity","organic"
"2708",0.047153797880171,"transitivity","organic"
"2709",0.0640688462670952,"transitivity","organic"
"2710",0.0634258288622088,"transitivity","organic"
"2711",0.0529751532548424,"transitivity","organic"
"2712",0.049160143725732,"transitivity","organic"
"2713",0.0700309348260577,"transitivity","organic"
"2714",0.0581669791718644,"transitivity","organic"
"2715",0.0704404127973501,"transitivity","organic"
"2716",0.0682352293110138,"transitivity","organic"
"2717",0.0623814000094687,"transitivity","organic"
"2718",0.0691816240678114,"transitivity","organic"
"2719",0.0650485144827047,"transitivity","organic"
"2720",0.0655420220652202,"transitivity","organic"
"2721",0.0606841765600338,"transitivity","organic"
"2722",0.0677882876478076,"transitivity","organic"
"2723",0.0543321000686464,"transitivity","organic"
"2724",0.0566268563863569,"transitivity","organic"
"2725",0.0763785807930156,"transitivity","organic"
"2726",0.0555435406960243,"transitivity","organic"
"2727",0.0551932808039365,"transitivity","organic"
"2728",0.0571835596430187,"transitivity","organic"
"2729",0.0612735113676163,"transitivity","organic"
"2730",0.0418433696916594,"transitivity","organic"
"2731",0.0632604995131425,"transitivity","organic"
"2732",0.0604602391985717,"transitivity","organic"
"2733",0.0635899923986461,"transitivity","organic"
"2734",0.0718800399752091,"transitivity","organic"
"2735",0.0444192772403049,"transitivity","organic"
"2736",0.0499139951414682,"transitivity","organic"
"2737",0.0677984016803185,"transitivity","organic"
"2738",0.0475495984258267,"transitivity","organic"
"2739",0.0600902653257156,"transitivity","organic"
"2740",0.0560986721120749,"transitivity","organic"
"2741",0.0514026838853882,"transitivity","organic"
"2742",0.0753206255864146,"transitivity","organic"
"2743",0.0501600894827716,"transitivity","organic"
"2744",0.0636673698622636,"transitivity","organic"
"2745",0.0723093537180363,"transitivity","organic"
"2746",0.0548623094557612,"transitivity","organic"
"2747",0.0552667278159164,"transitivity","organic"
"2748",0.0569063593753491,"transitivity","organic"
"2749",0.057157955480023,"transitivity","organic"
"2750",0.0618507778054254,"transitivity","organic"
"2751",0.0840714280236869,"transitivity","organic"
"2752",0.0492896400920544,"transitivity","organic"
"2753",0.0600843892551405,"transitivity","organic"
"2754",0.0755107970441267,"transitivity","organic"
"2755",0.0642682921965924,"transitivity","organic"
"2756",0.0515836727062698,"transitivity","organic"
"2757",0.0608952532669738,"transitivity","organic"
"2758",0.0515903075677876,"transitivity","organic"
"2759",0.0569788406506671,"transitivity","organic"
"2760",0.0541044739931696,"transitivity","organic"
"2761",0.0545623306590697,"transitivity","organic"
"2762",0.0708291745637437,"transitivity","organic"
"2763",0.0518791311477205,"transitivity","organic"
"2764",0.0572034030717844,"transitivity","organic"
"2765",0.0557360296907805,"transitivity","organic"
"2766",0.0450947214367963,"transitivity","organic"
"2767",0.0604072255639446,"transitivity","organic"
"2768",0.0577592405166273,"transitivity","organic"
"2769",0.0690496652038631,"transitivity","organic"
"2770",0.0560317168711336,"transitivity","organic"
"2771",0.0501705922302478,"transitivity","organic"
"2772",0.0496044899808919,"transitivity","organic"
"2773",0.0550288480477861,"transitivity","organic"
"2774",0.0656008224290403,"transitivity","organic"
"2775",0.0554522934023084,"transitivity","organic"
"2776",0.0659228510042045,"transitivity","organic"
"2777",0.0663485720187614,"transitivity","organic"
"2778",0.0791279606734509,"transitivity","organic"
"2779",0.0616308135459123,"transitivity","organic"
"2780",0.0622037209189895,"transitivity","organic"
"2781",0.0662079139085758,"transitivity","organic"
"2782",0.0563211608706962,"transitivity","organic"
"2783",0.0592171408924081,"transitivity","organic"
"2784",0.0684095913442979,"transitivity","organic"
"2785",0.0611147293562041,"transitivity","organic"
"2786",0.0712589069771186,"transitivity","organic"
"2787",0.0590049400137422,"transitivity","organic"
"2788",0.0669997917584934,"transitivity","organic"
"2789",0.0690008811355328,"transitivity","organic"
"2790",0.0616706183101429,"transitivity","organic"
"2791",0.0516598562892186,"transitivity","organic"
"2792",0.0605488009057336,"transitivity","organic"
"2793",0.0653030374846916,"transitivity","organic"
"2794",0.0656198805106027,"transitivity","organic"
"2795",0.0509287308126732,"transitivity","organic"
"2796",0.0543764755981129,"transitivity","organic"
"2797",0.0719480034922161,"transitivity","organic"
"2798",0.062019442103432,"transitivity","organic"
"2799",0.0539155966925525,"transitivity","organic"
"2800",0.0694249127657091,"transitivity","organic"
"2801",0.0377192951581145,"transitivity","organic"
"2802",0.0519825577458268,"transitivity","organic"
"2803",0.0477856566083517,"transitivity","organic"
"2804",0.0548500079720704,"transitivity","organic"
"2805",0.0839778504970905,"transitivity","organic"
"2806",0.0745782122062234,"transitivity","organic"
"2807",0.0511860095823572,"transitivity","organic"
"2808",0.0631940434694906,"transitivity","organic"
"2809",0.0589846259624631,"transitivity","organic"
"2810",0.0608967046003373,"transitivity","organic"
"2811",0.0595469860662129,"transitivity","organic"
"2812",0.0644926309900592,"transitivity","organic"
"2813",0.0662928359264797,"transitivity","organic"
"2814",0.0594555920394028,"transitivity","organic"
"2815",0.058379868924202,"transitivity","organic"
"2816",0.0640700398774325,"transitivity","organic"
"2817",0.0552122909181834,"transitivity","organic"
"2818",0.0687943697396033,"transitivity","organic"
"2819",0.0569602301375565,"transitivity","organic"
"2820",0.0561812812813817,"transitivity","organic"
"2821",0.0635132713510719,"transitivity","organic"
"2822",0.0474804376859329,"transitivity","organic"
"2823",0.0457939796497218,"transitivity","organic"
"2824",0.0509667336230158,"transitivity","organic"
"2825",0.0641947314372719,"transitivity","organic"
"2826",0.0650686124236468,"transitivity","organic"
"2827",0.0606424790958023,"transitivity","organic"
"2828",0.0547583550123483,"transitivity","organic"
"2829",0.0457477198109752,"transitivity","organic"
"2830",0.0684119478568235,"transitivity","organic"
"2831",0.0617883396654114,"transitivity","organic"
"2832",0.073045348479444,"transitivity","organic"
"2833",0.0629636724903872,"transitivity","organic"
"2834",0.0429312540141257,"transitivity","organic"
"2835",0.0563082540337662,"transitivity","organic"
"2836",0.0570926968095356,"transitivity","organic"
"2837",0.0606584032904079,"transitivity","organic"
"2838",0.0587014390303722,"transitivity","organic"
"2839",0.0568798958201878,"transitivity","organic"
"2840",0.061351010317661,"transitivity","organic"
"2841",0.0637751998973795,"transitivity","organic"
"2842",0.0615365697010783,"transitivity","organic"
"2843",0.0801793098418036,"transitivity","organic"
"2844",0.0675179868600405,"transitivity","organic"
"2845",0.0596082691831043,"transitivity","organic"
"2846",0.0680254509774299,"transitivity","organic"
"2847",0.0704511964962454,"transitivity","organic"
"2848",0.0649536181164468,"transitivity","organic"
"2849",0.0544056641588883,"transitivity","organic"
"2850",0.0596885373981709,"transitivity","organic"
"2851",0.0578065174407898,"transitivity","organic"
"2852",0.0437903879884281,"transitivity","organic"
"2853",0.066273168962532,"transitivity","organic"
"2854",0.0718118167131509,"transitivity","organic"
"2855",0.0688691536534895,"transitivity","organic"
"2856",0.0601166863838059,"transitivity","organic"
"2857",0.0673880903885939,"transitivity","organic"
"2858",0.0643096861257836,"transitivity","organic"
"2859",0.0487793846206023,"transitivity","organic"
"2860",0.0560374929524009,"transitivity","organic"
"2861",0.0549130939390247,"transitivity","organic"
"2862",0.0711876012118271,"transitivity","organic"
"2863",0.0579212157979947,"transitivity","organic"
"2864",0.0540066905648129,"transitivity","organic"
"2865",0.0598895164673794,"transitivity","organic"
"2866",0.0512366389245189,"transitivity","organic"
"2867",0.0491868548324907,"transitivity","organic"
"2868",0.0635554070632289,"transitivity","organic"
"2869",0.0649556919424192,"transitivity","organic"
"2870",0.0530979390813033,"transitivity","organic"
"2871",0.0711737953283412,"transitivity","organic"
"2872",0.0743396402292744,"transitivity","organic"
"2873",0.0610437371005811,"transitivity","organic"
"2874",0.0586510773069535,"transitivity","organic"
"2875",0.059114980527693,"transitivity","organic"
"2876",0.0489774952482362,"transitivity","organic"
"2877",0.0692590516658947,"transitivity","organic"
"2878",0.0878454145879923,"transitivity","organic"
"2879",0.0628593468661626,"transitivity","organic"
"2880",0.0715524802379989,"transitivity","organic"
"2881",0.056976325831379,"transitivity","organic"
"2882",0.0515234546379629,"transitivity","organic"
"2883",0.0565081424558649,"transitivity","organic"
"2884",0.0591208778812291,"transitivity","organic"
"2885",0.0571986682024346,"transitivity","organic"
"2886",0.0682716140876878,"transitivity","organic"
"2887",0.0544150577708089,"transitivity","organic"
"2888",0.0684371367146411,"transitivity","organic"
"2889",0.0592878775502667,"transitivity","organic"
"2890",0.0547212348455402,"transitivity","organic"
"2891",0.0552469980095419,"transitivity","organic"
"2892",0.0659432779297105,"transitivity","organic"
